ListingKey,CreditGrade,Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,BorrowerState,EmploymentStatus,IsBorrowerHomeowner,OpenCreditLines,TotalCreditLinespast7years,DebtToIncomeRatio,IncomeRange,ListingCategory,CreditRating
AAB335720682422559B2F4A,,36,Past Due (1-15 days),0.35356,0.3134,HR,SC,Other,False,12.0,35.0,0.75,"$25,000-49,999",Debt Consolidation,HR
C38E35471776884905E67FE,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,PA,Employed,True,21.0,43.0,0.6,"$25,000-49,999",Debt Consolidation,HR
C3B23526456682725723535,,36,Past Due (31-60 days),0.27467,0.2399,D,NV,Employed,True,11.0,47.0,0.29,"$100,000+",Debt Consolidation,D
C0CF3559769227366802FFE,,36,Past Due (31-60 days),0.35796999999999995,0.3177,HR,MO,Employed,False,2.0,8.0,0.08,"$50,000-74,999",Debt Consolidation,HR
4F5D358971287117555B101,,36,Past Due (1-15 days),0.20268,0.166,C,NY,Employed,False,9.0,19.0,0.37,"$25,000-49,999",Debt Consolidation,C
A178354165764484745D470,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,TX,Employed,False,0.0,32.0,0.01,"$100,000+",Medical/Dental,HR
30503563250238487B03F6C,,36,Past Due (31-60 days),0.24758,0.2099,C,OK,Employed,False,17.0,41.0,0.47,"$25,000-49,999",Debt Consolidation,C
F51835160886776683D1087,,36,Past Due (1-15 days),0.22362,0.1899,C,TX,Employed,True,8.0,24.0,0.34,"$25,000-49,999",Other,C
30813540789142733079A01,,36,Past Due (31-60 days),0.24246,0.2049,C,FL,Employed,False,6.0,65.0,0.19,"$50,000-74,999",Medical/Dental,C
564E35668698628447B4172,,36,Past Due (16-30 days),0.30285,0.2639,E,NJ,Employed,False,12.0,17.0,,"$25,000-49,999",Business,E
566035916169407962EAF2F,,36,Past Due (1-15 days),0.13301,0.105,A,GA,Employed,False,8.0,27.0,0.19,"$75,000-99,999",Debt Consolidation,A
6FCC3563215351693216F70,,60,Past Due (16-30 days),0.22262,0.1982,B,OK,Employed,False,9.0,20.0,0.94,"$1-24,999",Debt Consolidation,B
80FF35360307599456E5C2D,,60,Past Due (1-15 days),0.16487000000000002,0.1465,A,NY,Employed,False,8.0,22.0,0.12,"$100,000+",Debt Consolidation,A
8CD53563367211300406828,,36,Past Due (1-15 days),0.33286,0.2932,E,IL,Employed,False,4.0,9.0,0.17,"$1-24,999",Debt Consolidation,E
30C73567701593600341B17,,36,Past Due (1-15 days),0.3179,0.2786,E,MI,Other,False,3.0,37.0,0.11,"$1-24,999",Debt Consolidation,E
327935424759124737E3305,,36,Past Due (1-15 days),0.33553,0.2958,E,PA,Employed,False,2.0,13.0,0.18,"$1-24,999",Business,E
310035130608555432CDEDD,,60,Past Due (61-90 days),0.3142,0.2899,D,CA,Employed,True,5.0,22.0,0.12,"$50,000-74,999",Auto,D
C41B3525871608427E4D8AB,,36,Past Due (31-60 days),0.30532,0.2699,D,SC,Employed,False,2.0,20.0,0.14,"$50,000-74,999",Debt Consolidation,D
AA393559505585505D05B71,,60,Past Due (31-60 days),0.23656,0.2118,C,CA,Employed,False,9.0,22.0,0.17,"$25,000-49,999",Other,C
E1B735514270202311307DC,,36,Past Due (31-60 days),0.35796999999999995,0.3177,HR,MD,Employed,True,15.0,45.0,0.45,"$25,000-49,999",Debt Consolidation,HR
33433582509257121DF6ABD,,36,Past Due (1-15 days),0.32538,0.2859,E,MS,Employed,True,16.0,27.0,0.29,"$50,000-74,999",Debt Consolidation,E
BC8935798456997049C8689,,60,Past Due (1-15 days),0.25102,0.2259,C,NC,Employed,False,8.0,23.0,0.26,"$25,000-49,999",Debt Consolidation,C
1808356105684408250B8FB,,60,Past Due (61-90 days),0.17982,0.1564,A,SD,Full-time,False,3.0,32.0,0.14,"$25,000-49,999",Medical/Dental,A
2E3B3502395242963FD5339,,36,Past Due (61-90 days),0.33097,0.295,D,FL,Employed,True,11.0,22.0,0.41,"$50,000-74,999",Other,D
CCCC35930803749309DB7EC,,36,Past Due (1-15 days),0.23233,0.195,C,PA,Other,True,9.0,37.0,0.43,"$50,000-74,999",Taxes,C
BCCF3577422914415D31A2D,,60,Past Due (31-60 days),0.23052,0.2059,C,PA,Other,True,14.0,21.0,0.46,"$50,000-74,999",Debt Consolidation,C
3A6B35451811811448C53A7,,60,Past Due (1-15 days),0.24702,0.222,C,KY,Employed,True,9.0,32.0,0.37,"$100,000+",Debt Consolidation,C
7AC63587216101547C80FAB,,60,Past Due (1-15 days),0.24589,0.2209,C,CA,Employed,False,11.0,20.0,0.26,"$50,000-74,999",Large Purchases,C
C9873582531734370159864,,60,Past Due (91-120 days),0.32393,0.2969,E,MD,Employed,False,9.0,12.0,0.28,"$25,000-49,999",Debt Consolidation,E
A2DA3532746848433544B10,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,PA,Employed,True,8.0,34.0,0.12,"$75,000-99,999",Home Improvement,HR
C2233558813532771376407,,36,Past Due (1-15 days),0.28339000000000003,0.2449,D,DC,Employed,True,2.0,13.0,0.03,"$75,000-99,999",Motorcycle,D
36423523655720869B1AA75,,36,Past Due (1-15 days),0.20199999999999999,0.1799,B,OH,Employed,False,6.0,28.0,0.14,"$75,000-99,999",Other,B
6AEF35908910668626A2E47,,36,Past Due (31-60 days),0.30899,0.2699,E,CO,Employed,True,9.0,40.0,0.25,"$25,000-49,999",Debt Consolidation,E
683935456707547363D8A7A,,60,Past Due (61-90 days),0.27462,0.2489,C,FL,Employed,False,3.0,35.0,0.09,"$50,000-74,999",Auto,C
68423535434821455C7C414,,60,Past Due (1-15 days),0.32989,0.3027,D,MD,Employed,False,1.0,9.0,0.16,"$25,000-49,999",Debt Consolidation,D
AC56356282089980780799C,,36,Past Due (1-15 days),0.25781,0.2199,D,VA,Employed,False,7.0,27.0,0.62,"$25,000-49,999",Household Expenses,D
765C35506750390403F30CE,,36,Past Due (16-30 days),0.33973000000000003,0.2999,E,PA,Employed,True,18.0,35.0,0.45,"$25,000-49,999",Wedding Loans,E
30BB3542305051091E83DB1,,60,Past Due (1-15 days),0.15784,0.1396,A,CA,Employed,False,5.0,24.0,0.08,"$50,000-74,999",Debt Consolidation,A
72C03588532410539535B37,,36,Past Due (91-120 days),0.23898000000000005,0.2015,C,NJ,Employed,False,2.0,7.0,0.06,"$25,000-49,999",Household Expenses,C
19FA3586040853015806565,,36,Past Due (1-15 days),0.25371,0.2159,C,CA,Employed,False,5.0,43.0,0.3,"$50,000-74,999",Debt Consolidation,C
D1C83557991704889E669B7,,36,Past Due (91-120 days),0.35796999999999995,0.3177,HR,FL,Employed,True,13.0,38.0,0.19,"$100,000+",Business,HR
76AE3559728948217ED46CA,,36,Past Due (31-60 days),0.35796999999999995,0.3177,HR,MS,Employed,False,7.0,30.0,0.3,"$50,000-74,999",Debt Consolidation,HR
8E0535845851933268417B3,,60,Past Due (1-15 days),0.29341,0.2672,D,RI,Employed,True,3.0,13.0,0.09,"$50,000-74,999",Debt Consolidation,D
5C163508623045719298E28,,36,Past Due (61-90 days),0.35643,0.3199,HR,VA,Employed,True,14.0,36.0,0.22,"$100,000+",Debt Consolidation,HR
773D3535931855851322EB9,,60,Past Due (91-120 days),0.27246,0.2468,C,OH,Self-employed,False,14.0,35.0,,"$25,000-49,999",Debt Consolidation,C
CA2A3545890924905D6D25A,,36,Past Due (91-120 days),0.35796999999999995,0.3177,HR,CA,Employed,True,9.0,20.0,0.16,"$50,000-74,999",Debt Consolidation,HR
955C3585604495569538C0C,,36,Past Due (1-15 days),0.22712,0.1899,C,NY,Employed,False,13.0,66.0,0.23,"$100,000+",Debt Consolidation,C
9565355318359649380196A,,36,Past Due (1-15 days),0.33051,0.2909,E,MI,Employed,True,9.0,22.0,0.16,"$25,000-49,999",Debt Consolidation,E
59A83523081668293C6C05A,,36,Past Due (16-30 days),0.29254,0.2574,D,MO,Employed,False,0.0,4.0,0.12,"$25,000-49,999",Other,D
822B354605414801022FF56,,36,Past Due (1-15 days),0.28851,0.2499,D,AL,Employed,True,11.0,35.0,0.22,"$75,000-99,999",Debt Consolidation,D
7FA735942880802606F0BA9,,36,Past Due (1-15 days),0.2533,0.2155,D,GA,Employed,False,13.0,35.0,0.27,"$50,000-74,999",Debt Consolidation,D
990E35560460238711340EC,,36,Past Due (16-30 days),0.35796999999999995,0.3177,HR,FL,Employed,True,9.0,37.0,0.29,"$25,000-49,999",Debt Consolidation,HR
FA1E3574990670535908E61,,36,Past Due (31-60 days),0.21025,0.1734,C,CA,Employed,True,7.0,32.0,0.27,"$100,000+",Auto,C
C1CA35210789449248D4A03,,60,Past Due (1-15 days),0.20436,0.1899,B,SC,Employed,False,4.0,28.0,0.06,"$75,000-99,999",Business,B
DEE6355653560230214B00E,,36,Past Due (91-120 days),0.35796999999999995,0.3177,HR,VA,Employed,True,14.0,29.0,0.21,"$75,000-99,999",Debt Consolidation,HR
66253540318672439914673,,36,Past Due (1-15 days),0.22456,0.1874,C,AZ,Employed,True,9.0,19.0,0.32,"$25,000-49,999",Debt Consolidation,C
A3B235317476921763A82D4,,36,Past Due (16-30 days),0.35796999999999995,0.3177,HR,PA,Employed,False,4.0,11.0,0.12,"$50,000-74,999",Debt Consolidation,HR
B216357097953989157B42B,,36,Past Due (31-60 days),0.2353,0.1979,C,NC,Employed,False,4.0,21.0,0.23,"$50,000-74,999",Other,C
00813539881391989643A58,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,CA,Self-employed,False,1.0,26.0,,"$50,000-74,999",Business,HR
31A0355281774107550D74D,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,MO,Employed,False,6.0,15.0,0.54,"$1-24,999",Debt Consolidation,HR
49913522748131338E49819,,36,Past Due (1-15 days),0.124,0.1029,A,FL,Employed,False,4.0,16.0,0.13,"$25,000-49,999",Other,A
C6C235487775256068CCBF9,,36,Past Due (1-15 days),0.18316,0.1469,B,IN,Employed,True,6.0,35.0,0.17,"$100,000+",Other,B
DF1E356045806070947C858,,36,Past Due (16-30 days),0.28032,0.2419,D,AZ,Full-time,True,21.0,33.0,0.43,"$75,000-99,999",Medical/Dental,D
36993558253477830155445,,36,Past Due (1-15 days),0.26395,0.2259,D,NY,Employed,False,9.0,13.0,0.3,"$75,000-99,999",Debt Consolidation,D
007E3557698455604A49C51,,60,Past Due (1-15 days),0.31344,0.2867,D,FL,Employed,False,7.0,17.0,0.17,"$50,000-74,999",Debt Consolidation,D
96613573751754314EAC1AE,,36,Past Due (1-15 days),0.21025,0.1734,C,IL,Self-employed,True,15.0,52.0,,"$1-24,999",Business,C
36F1353097588422746B42C,,36,Past Due (91-120 days),0.1322,0.111,A,MN,Full-time,False,7.0,17.0,0.11,"$25,000-49,999",Debt Consolidation,A
C23D3543208108517F6B751,,36,Past Due (16-30 days),0.35796999999999995,0.3177,HR,NH,Employed,False,3.0,9.0,0.22,"$1-24,999",Debt Consolidation,HR
AF673543225853586A4FFF8,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,GA,Self-employed,True,16.0,34.0,,"$100,000+",Taxes,HR
2F5F3585360108862E9DAD3,,60,Past Due (1-15 days),0.20081,0.1769,B,PA,Employed,True,12.0,51.0,0.18,"$100,000+",Debt Consolidation,B
D83B350993073424412368F,,60,Past Due (16-30 days),0.24763,0.2249,C,MI,Employed,True,11.0,23.0,0.24,"$50,000-74,999",Business,C
6C343592869623133AE5F1F,,36,Past Due (61-90 days),0.20626,0.1695,C,CA,Self-employed,False,10.0,19.0,,"$75,000-99,999",Debt Consolidation,C
6C3A354152752743617FE51,,36,Past Due (31-60 days),0.33553,0.2958,E,NY,Employed,False,2.0,20.0,0.06,"$25,000-49,999",Engagement Ring,E
31313567760003363A4C1FC,,60,Past Due (1-15 days),0.26528,0.2398,C,MA,Full-time,False,15.0,25.0,0.32,"$75,000-99,999",Debt Consolidation,C
FF4E3552979547825BC4FB4,,36,Past Due (31-60 days),0.08829,0.0749,AA,WY,Employed,True,3.0,31.0,0.03,"$75,000-99,999",Motorcycle,AA
FF7A35923410323364129C9,,36,Past Due (31-60 days),0.33215,0.2925,E,NV,Employed,False,6.0,18.0,0.36,"$25,000-49,999",Debt Consolidation,E
C94235901368617861E5EF0,,36,Past Due (1-15 days),0.33973000000000003,0.2999,HR,AR,Employed,False,2.0,15.0,0.18,"$25,000-49,999",Other,HR
366D3553680370653669C44,,36,Past Due (16-30 days),0.15833,0.1299,A,FL,Employed,False,7.0,70.0,0.28,"$50,000-74,999",Debt Consolidation,A
73BC35225743629293848A6,,36,Past Due (31-60 days),0.20199999999999999,0.1799,B,NC,Employed,False,11.0,40.0,0.35,"$25,000-49,999",Debt Consolidation,B
4B4335329061048557A1592,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,VA,Employed,True,17.0,55.0,0.57,"$50,000-74,999",Debt Consolidation,HR
480E3565901662972F72CE1,,60,Past Due (1-15 days),0.28848,0.2624,D,OH,Employed,False,20.0,35.0,0.4,"$25,000-49,999",Medical/Dental,D
97CB3577920999130A5DFD0,,60,Past Due (>120 days),0.29341,0.2672,D,TN,Employed,True,10.0,32.0,0.16,"$50,000-74,999",Home Improvement,D
02023512010950123955DA1,,60,Past Due (31-60 days),0.27322,0.2499,D,AL,Employed,True,12.0,27.0,0.17,"$100,000+",Debt Consolidation,D
91D73559182031140F553E5,,36,Past Due (91-120 days),0.33665,0.2969,E,TN,Employed,True,7.0,30.0,0.12,"$50,000-74,999",Household Expenses,E
7680358746468042507531C,,60,Past Due (91-120 days),0.27637,0.2506,D,WA,Employed,True,6.0,30.0,0.17,"$100,000+",Debt Consolidation,D
68033525972116101FBD309,,36,Past Due (1-15 days),0.34887,0.3125,HR,NJ,Full-time,True,13.0,31.0,0.27,"$75,000-99,999",Other,HR
C25E35651451389320041DF,,36,Past Due (61-90 days),0.32538,0.2859,E,FL,Employed,False,5.0,38.0,0.08,"$50,000-74,999",Debt Consolidation,E
40893595107060511BCA64A,,60,Past Due (31-60 days),0.17839000000000002,0.155,B,CO,Employed,True,8.0,26.0,0.24,"$50,000-74,999",Other,B
31D03552587622619E3D176,,60,Past Due (61-90 days),0.26887,0.2433,C,NJ,Employed,False,5.0,10.0,0.11,"$25,000-49,999",Other,C
E4A035944173653110E6EF4,,36,Past Due (1-15 days),0.2354,0.198,C,CA,Employed,False,5.0,33.0,0.1,"$100,000+",Debt Consolidation,C
B26B3529462142568BD9F38,,36,Past Due (1-15 days),0.20199999999999999,0.1799,B,FL,Employed,True,8.0,29.0,0.1,"$100,000+",Debt Consolidation,B
31FF35899212769993A52C8,,36,Past Due (1-15 days),0.27623000000000003,0.2379,D,NJ,Employed,False,5.0,43.0,0.1,"$100,000+",Debt Consolidation,D
B8E135564708209845D51FC,,36,Past Due (61-90 days),0.20462,0.1679,B,CA,Employed,False,4.0,9.0,0.06,"$75,000-99,999",Debt Consolidation,B
C61C3575694391547882D46,,36,Past Due (91-120 days),0.23121,0.1939,C,LA,Employed,False,10.0,23.0,0.23,"$50,000-74,999",Home Improvement,C
AC1B35860793899104C0DC3,,36,Past Due (16-30 days),0.35356,0.3134,HR,AL,Employed,False,23.0,33.0,0.54,"$25,000-49,999",Debt Consolidation,HR
5E1B35868351919041B6D36,,36,Past Due (31-60 days),0.27285,0.2346,D,NY,Employed,False,8.0,9.0,0.18,"$25,000-49,999",Debt Consolidation,D
564335312474905361F955A,,36,Past Due (31-60 days),0.2951,0.2599,D,MO,Other,True,5.0,15.0,0.12,"$25,000-49,999",Debt Consolidation,D
034835776335561346F64C2,,36,Past Due (1-15 days),0.23121,0.1939,C,MI,Employed,True,11.0,23.0,0.2,"$25,000-49,999",Other,C
88F035258899414202A2DB2,,36,Past Due (1-15 days),0.18986,0.1609,B,TX,Part-time,True,5.0,35.0,,$0,Debt Consolidation,B
AC2E3523813556872B7DC4E,,36,Past Due (1-15 days),0.20199999999999999,0.1799,B,CT,Employed,False,4.0,22.0,0.34,"$25,000-49,999",Home Improvement,B
92BB3560146038968556AE1,,36,Past Due (61-90 days),0.29537,0.2566,D,MO,Employed,True,10.0,39.0,0.31,"$50,000-74,999",Debt Consolidation,D
B51835676340014890A9689,,60,Past Due (1-15 days),0.21381,0.1896,B,NJ,Employed,False,8.0,33.0,0.26,"$50,000-74,999",Debt Consolidation,B
D76B355398104201545652A,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,LA,Employed,True,11.0,34.0,0.6,"$25,000-49,999",Debt Consolidation,HR
3E6A35866326526779E824C,,60,Past Due (61-90 days),0.29341,0.2672,D,IL,Employed,True,5.0,26.0,0.36,"$25,000-49,999",Debt Consolidation,D
6BD53532213172100461B87,,36,Past Due (91-120 days),0.29486,0.2561,D,TX,Employed,True,4.0,7.0,0.2,"$50,000-74,999",Business,D
98063586024458750BCC523,,60,Past Due (31-60 days),0.25718,0.2319,C,AL,Employed,False,7.0,20.0,0.19,"$50,000-74,999",Debt Consolidation,C
BC193557430804829984271,,36,Past Due (91-120 days),0.18214,0.1459,B,NY,Employed,False,11.0,26.0,0.51,"$50,000-74,999",Debt Consolidation,B
CB053571973498406A5DBA3,,36,Past Due (1-15 days),0.31032,0.2712,E,CA,Employed,True,7.0,34.0,0.14,"$100,000+",Debt Consolidation,E
4BFC357599642106409F312,,60,Past Due (16-30 days),0.26877,0.2432,D,AZ,Employed,True,6.0,28.0,0.13,"$75,000-99,999",Debt Consolidation,D
85843583835817601DB28B5,,60,Past Due (>120 days),0.26128,0.2359,D,CT,Employed,False,12.0,24.0,0.34,"$25,000-49,999",Household Expenses,D
02C935515362599617A19FE,,60,Past Due (1-15 days),0.23318000000000005,0.2085,B,NV,Employed,True,8.0,21.0,0.17,"$75,000-99,999",Debt Consolidation,B
B724357696770312638905D,,60,Past Due (31-60 days),0.24589,0.2209,C,AZ,Employed,False,14.0,21.0,0.3,"$75,000-99,999",Debt Consolidation,C
B757359837106952038E060,,36,Past Due (1-15 days),0.32446,0.285,E,NY,Self-employed,False,6.0,12.0,,"$50,000-74,999",Debt Consolidation,E
37AD3543761264399E8D16E,,60,Past Due (31-60 days),0.27246,0.2468,C,AZ,Employed,False,12.0,19.0,0.21,"$50,000-74,999",Wedding Loans,C
32153558233785308ED760B,,60,Past Due (61-90 days),0.2893,0.2632,D,OH,Full-time,True,13.0,28.0,0.38,"$25,000-49,999",Debt Consolidation,D
77BA35882450172498E04A2,,60,Past Due (91-120 days),0.17522,0.1519,B,GA,Employed,False,6.0,29.0,0.38,"$1-24,999",Debt Consolidation,B
71643597836528995A3EC31,,36,Past Due (1-15 days),0.13799,0.1099,A,GA,Employed,True,7.0,19.0,0.16,"$100,000+",Other,A
B2A63556712624090AE382B,,60,Past Due (1-15 days),0.29464,0.2684,D,FL,Employed,True,14.0,32.0,0.33,"$25,000-49,999",Business,D
8565355844708313552DDF7,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,CO,Employed,True,29.0,48.0,0.24,"$75,000-99,999",Other,HR
6A713527346479835E8DDC2,,36,Past Due (61-90 days),0.22362,0.1899,C,NY,Employed,True,8.0,35.0,0.11,"$75,000-99,999",Debt Consolidation,C
B31635334448404803E3314,,36,Past Due (16-30 days),0.19108,0.1621,B,NY,Employed,True,15.0,46.0,0.12,"$100,000+",Debt Consolidation,B
19A13582516332101AC2E19,,60,Past Due (31-60 days),0.21566,0.1914,C,NJ,Employed,False,6.0,9.0,0.2,"$25,000-49,999",Debt Consolidation,C
B36135908050924720E1E76,,60,Past Due (31-60 days),0.29618,0.2699,E,MI,Employed,True,10.0,20.0,0.52,"$25,000-49,999",Debt Consolidation,E
55CB3550080283142145148,,60,Past Due (31-60 days),0.31375,0.287,D,OH,Employed,False,10.0,29.0,0.16,"$25,000-49,999",Debt Consolidation,D
3F86351604385521547190C,,36,Past Due (1-15 days),0.30532,0.2699,D,NJ,Employed,False,10.0,16.0,0.18,"$25,000-49,999",Debt Consolidation,D
5FB435551842802402EE00E,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,OH,Employed,False,8.0,14.0,1.54,"$1-24,999",Debt Consolidation,HR
EECE3542411147507AC9B0C,,60,Past Due (16-30 days),0.27246,0.2468,C,CT,Employed,False,10.0,17.0,0.31,"$25,000-49,999",Debt Consolidation,C
04573548717161504389533,,36,Past Due (16-30 days),0.33553,0.2958,E,NV,Employed,True,4.0,10.0,0.13,"$25,000-49,999",Home Improvement,E
DA9D3576245296398230ED4,,60,Past Due (31-60 days),0.14453,0.1219,A,LA,Full-time,True,7.0,19.0,0.4,"$50,000-74,999",Business,A
B35A35612314726363C3CB3,,36,Past Due (1-15 days),0.35796999999999995,0.3177,HR,VA,Employed,False,5.0,20.0,0.4,"$25,000-49,999",Debt Consolidation,HR
B3743586743656825188CDD,,60,Past Due (31-60 days),0.22693,0.2024,C,AZ,Employed,False,6.0,10.0,,"$25,000-49,999",Household Expenses,C
39643588882252259A5D836,,36,Past Due (1-15 days),0.18837,0.152,B,NY,Employed,False,9.0,19.0,0.4,"$75,000-99,999",Debt Consolidation,B
39CD3581954176416410008,,60,Past Due (31-60 days),0.14965,0.1269,A,CA,Employed,True,10.0,19.0,0.17,"$50,000-74,999",Debt Consolidation,A
D0C435401462403295555F9,,60,Past Due (1-15 days),0.09826,0.0961,AA,CO,Employed,True,9.0,18.0,0.08,"$100,000+",Large Purchases,AA
39D235553532344152950ED,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,MO,Employed,True,2.0,37.0,0.28,"$25,000-49,999",Household Expenses,HR
39EA3572792786786C2A304,,36,Past Due (1-15 days),0.14348,0.1153,A,CO,Employed,True,7.0,19.0,0.15,"$75,000-99,999",Taxes,A
69043551587921292106845,,36,Past Due (1-15 days),0.26681,0.2287,D,IL,Employed,True,7.0,27.0,0.22,"$50,000-74,999",Debt Consolidation,D
6E6F3570078653444C7DD95,,36,Past Due (1-15 days),0.12528,0.0974,A,OH,Full-time,False,7.0,13.0,0.45,"$25,000-49,999",Auto,A
CC183526073740625E1F580,,36,Past Due (1-15 days),0.34887,0.3125,HR,NV,Full-time,False,0.0,6.0,0.04,"$75,000-99,999",Debt Consolidation,HR
30513526539190330C7DAB0,,36,Past Due (1-15 days),0.25486,0.2205,C,MS,Employed,True,6.0,29.0,0.37,"$25,000-49,999",Home Improvement,C
9D9D3577077983633F938E6,,60,Past Due (1-15 days),0.24282,0.2179,C,CA,Employed,True,7.0,25.0,0.23,"$50,000-74,999",Home Improvement,C
8F673509167710252B65D79,,36,Past Due (61-90 days),0.35643,0.3199,E,CA,Employed,False,3.0,34.0,0.54,"$1-24,999",Other,E
8F8F35867738300338DC87F,,36,Past Due (1-15 days),0.35356,0.3134,HR,OH,Employed,True,10.0,25.0,0.68,"$1-24,999",Business,HR
DA0635652065699677417DD,,36,Past Due (16-30 days),0.21434,0.1774,C,HI,Employed,False,2.0,20.0,0.13,"$50,000-74,999",Other,C
D1493585433341126776DB8,,36,Past Due (31-60 days),0.28032,0.2419,D,WV,Employed,False,7.0,24.0,0.23,"$50,000-74,999",Debt Consolidation,D
DA503547841853920E35F1D,,36,Past Due (31-60 days),0.33553,0.2958,E,MI,Employed,False,1.0,10.0,0.04,"$50,000-74,999",Household Expenses,E
10A2352478855515882E143,,36,Past Due (31-60 days),0.30532,0.2699,D,MI,Employed,True,12.0,38.0,0.25,"$75,000-99,999",Home Improvement,D
46443524590078667EC6F90,,36,Past Due (1-15 days),0.27467,0.2399,D,FL,Full-time,False,4.0,8.0,0.22,"$25,000-49,999",Other,D
DB383577410068487E1A1FE,,36,Past Due (31-60 days),0.21945,0.1824,C,WA,Employed,False,13.0,42.0,0.2,"$100,000+",Debt Consolidation,C
34B23596545838455CB40A5,,36,Past Due (1-15 days),0.18275,0.1465,B,TX,Employed,True,12.0,45.0,0.08,"$75,000-99,999",Debt Consolidation,B
46FE35932659984280170E6,,36,Past Due (1-15 days),0.12691,0.099,A,AL,Self-employed,True,16.0,21.0,,"$1-24,999",Debt Consolidation,A
9B2F3551182570533AE4F7F,,36,Past Due (61-90 days),0.12427,0.0964,A,KY,Employed,True,11.0,37.0,0.18,"$50,000-74,999",Medical/Dental,A
909B35199448898688B2747,,36,Past Due (16-30 days),0.18173,0.1599,B,MN,Employed,True,8.0,23.0,0.18,"$25,000-49,999",Debt Consolidation,B
355335783494589918B9B0B,,60,Past Due (>120 days),0.24589,0.2209,C,PA,Employed,True,12.0,28.0,0.21,"$50,000-74,999",Home Improvement,C
C11735588401480383352C6,,60,Past Due (31-60 days),0.24682,0.2218,C,NY,Employed,False,9.0,29.0,0.19,"$50,000-74,999",Other,C
47B73523311618010E2F623,,36,Past Due (61-90 days),0.34621,0.3099,E,NY,Self-employed,False,3.0,14.0,,"$25,000-49,999",Other,E
670D35661403914905E9B6C,,60,Past Due (61-90 days),0.25861,0.2333,C,AZ,Employed,False,10.0,23.0,0.13,"$75,000-99,999",Debt Consolidation,C
BA533542795255024CA7A65,,36,Past Due (91-120 days),0.22456,0.1874,C,VA,Employed,False,12.0,22.0,0.34,"$25,000-49,999",Debt Consolidation,C
7F9F35737094522892C55E9,,60,Past Due (1-15 days),0.22283000000000006,0.1984,C,GA,Employed,True,6.0,27.0,0.2,"$100,000+",Debt Consolidation,C
43693551204938534D804F3,,36,Past Due (61-90 days),0.12427,0.0964,A,NY,Employed,False,9.0,31.0,0.14,"$75,000-99,999",Debt Consolidation,A
129135302477464498E31F5,,36,Past Due (1-15 days),0.29254,0.2574,D,TX,Employed,False,3.0,13.0,0.33,"$1-24,999",Auto,D
3A953523615165114CFD43A,,36,Past Due (31-60 days),0.30532,0.2699,D,WA,Employed,False,6.0,16.0,0.17,"$25,000-49,999",Business,D
A0A2352571053119404D5D4,,36,Past Due (31-60 days),0.30532,0.2699,D,VA,Employed,False,4.0,37.0,0.18,"$25,000-49,999",Debt Consolidation,D
9AE435804131089699CBFA0,,60,Past Due (91-120 days),0.32393,0.2969,E,NY,Self-employed,False,12.0,31.0,,"$100,000+",Debt Consolidation,E
B5D83545317427167FFD831,,36,Past Due (91-120 days),0.35796999999999995,0.3177,HR,NY,Employed,False,20.0,24.0,,"$100,000+",Debt Consolidation,HR
D78635734120740867FBEF7,,60,Past Due (61-90 days),0.18136,0.1579,B,UT,Employed,True,6.0,21.0,0.27,"$50,000-74,999",Business,B
D1B53543833171880440264,,36,Past Due (16-30 days),0.35796999999999995,0.3177,HR,NY,Employed,True,11.0,40.0,0.63,"$25,000-49,999",Medical/Dental,HR
3A4E3587793759280F3BC62,,60,Past Due (16-30 days),0.17060999999999998,0.1474,B,CA,Employed,False,7.0,11.0,0.1,"$50,000-74,999",Large Purchases,B
BB733547841157776523452,,36,Past Due (91-120 days),0.35796999999999995,0.3177,HR,NJ,Employed,False,6.0,41.0,0.24,"$50,000-74,999",Debt Consolidation,HR
3AA13594447625632EDEDEF,,60,Past Due (16-30 days),0.30337,0.2769,E,NY,Employed,False,10.0,17.0,0.25,"$75,000-99,999",Debt Consolidation,E
A12B358021194686912D8E3,,60,Past Due (31-60 days),0.25718,0.2319,C,MD,Employed,False,5.0,53.0,0.11,"$75,000-99,999",Debt Consolidation,C
9BD33585293445429B872B1,,36,Past Due (91-120 days),0.33286,0.2932,E,NJ,Employed,False,10.0,26.0,0.4,"$75,000-99,999",Large Purchases,E
12523574332525976EF6253,,36,Past Due (1-15 days),0.27285,0.2346,D,OK,Employed,False,2.0,42.0,0.19,"$25,000-49,999",Business,D
126935461880590910825AD,,36,Past Due (61-90 days),0.35796999999999995,0.3177,HR,NY,Employed,True,12.0,23.0,0.27,"$25,000-49,999",Business,HR
CEA13584286670234055442,,60,Past Due (1-15 days),0.28386,0.2579,D,TN,Employed,False,3.0,18.0,0.08,"$75,000-99,999",Home Improvement,D
